interface	model	test	replicate	value	time
CPLEX_PY	Recon3D	LP	9	43.28239133966799	0.34092092514038086
CPLEX_PY	Recon3D	MILP	9	4.999999999999966	2.4383769035339355
GUROBI	Recon3D	LP	9	43.282391339667946	0.19179010391235352
GUROBI	Recon3D	MILP	9	5.0	8.79668402671814
SCIP_CMD	Recon3D	LP	9	43.282391339668	0.647676944732666
SCIP_CMD	Recon3D	MILP	9	5.0	49.959880352020264
HiGHS_CMD	Recon3D	LP	9	43.2823913396682	0.3971431255340576
HiGHS_CMD	Recon3D	MILP	9	5.0	10.721858024597168
GLPK_CMD	Recon3D	LP	9	43.2824	0.4971892833709717
COIN_CMD	Recon3D	LP	9	43.282459	1.3178479671478271
